amortization,"The amortization schedule showed decreasing interest payments over the loan's lifetime.",상각,"상각 일정은 대출 기간 동안 이자 지급이 감소함을 보여주었다.",償却,"償却スケジュールはローン期間中の利息支払いの減少を示していた。",摊销,"摊销计划显示了贷款期限内利息支付的递减。",amortización,"El calendario de amortización mostraba pagos de intereses decrecientes durante la vida del préstamo.",khấu hao,"Lịch khấu hao cho thấy các khoản thanh toán lãi giảm dần trong suốt thời hạn vay.",การตัดจำหน่าย,"ตารางการตัดจำหน่ายแสดงการชำระดอกเบี้ยที่ลดลงตลอดอายุเงินกู้",amortisasi,"Jadwal amortisasi menunjukkan pembayaran bunga yang menurun selama masa pinjaman."
rescission,"The buyer sought rescission of the contract after discovering material misrepresentations by the seller.",계약 해제,"구매자는 판매자의 중대한 허위 진술을 발견한 후 계약 해제를 요청했다.",契約解除,"買主は売主による重大な不実表示を発見した後契約の解除を求めた。",撤销,"买方在发现卖方的重大虚假陈述后寻求撤销合同。",rescisión,"El comprador solicitó la rescisión del contrato tras descubrir declaraciones falsas materiales por parte del vendedor.",hủy bỏ hợp đồng,"Người mua yêu cầu hủy bỏ hợp đồng sau khi phát hiện sự trình bày sai lệch trọng yếu của người bán.",การเพิกถอนสัญญา,"ผู้ซื้อขอเพิกถอนสัญญาหลังจากค้นพบการแถลงข้อความเท็จอย่างมีนัยสำคัญของผู้ขาย",pembatalan,"Pembeli mencari pembatalan kontrak setelah menemukan pernyataan keliru material oleh penjual."
interpolation,"Bilinear interpolation smoothly estimates pixel values at non-integer coordinates in image processing.",보간법,"이중선형 보간법은 이미지 처리에서 비정수 좌표의 픽셀 값을 부드럽게 추정한다.",補間,"バイリニア補間は画像処理において非整数座標のピクセル値を滑らかに推定する。",插值,"双线性插值在图像处理中平滑地估计非整数坐标处的像素值。",interpolación,"La interpolación bilineal estima suavemente los valores de píxeles en coordenadas no enteras en el procesamiento de imágenes.",nội suy,"Nội suy song tuyến tính ước tính mượt mà giá trị pixel tại tọa độ không nguyên trong xử lý hình ảnh.",การประมาณค่าในช่วง,"การประมาณค่าในช่วงแบบไบลิเนียร์ประมาณค่าพิกเซลอย่างราบรื่นที่พิกัดที่ไม่ใช่จำนวนเต็มในการประมวลผลภาพ",interpolasi,"Interpolasi bilinear secara halus memperkirakan nilai piksel pada koordinat non-integer dalam pemrosesan gambar."
containerization,"Containerization with orchestration platforms simplified deploying applications across heterogeneous cloud environments.",컨테이너화,"오케스트레이션 플랫폼을 통한 컨테이너화는 이기종 클라우드 환경에서의 애플리케이션 배포를 단순화했다.",コンテナ化,"オーケストレーションプラットフォームを用いたコンテナ化は異種クラウド環境でのアプリケーション展開を簡素化した。",容器化,"通过编排平台的容器化简化了在异构云环境中部署应用程序。",contenedorización,"La contenedorización con plataformas de orquestación simplificó el despliegue de aplicaciones en entornos de nube heterogéneos.",container hóa,"Container hóa với nền tảng điều phối đã đơn giản hóa việc triển khai ứng dụng trên các môi trường đám mây không đồng nhất.",คอนเทนเนอร์ไรเซชัน,"คอนเทนเนอร์ไรเซชันด้วยแพลตฟอร์มออร์เคสเตรชันทำให้การปรับใช้แอปพลิเคชันข้ามสภาพแวดล้อมคลาวด์ที่แตกต่างง่ายขึ้น",kontainerisasi,"Kontainerisasi dengan platform orkestrasi menyederhanakan penerapan aplikasi di lingkungan cloud yang heterogen."
immutable,"Immutable data structures in functional programming eliminate an entire class of concurrency-related bugs.",불변,"함수형 프로그래밍의 불변 데이터 구조는 동시성 관련 버그의 전체 클래스를 제거한다.",イミュータブル,"関数型プログラミングにおけるイミュータブルなデータ構造は並行性関連のバグのクラス全体を排除する。",不可变,"函数式编程中的不可变数据结构消除了一整类与并发相关的错误。",inmutable,"Las estructuras de datos inmutables en programación funcional eliminan toda una clase de errores relacionados con la concurrencia.",bất biến,"Cấu trúc dữ liệu bất biến trong lập trình hàm loại bỏ toàn bộ lớp lỗi liên quan đến đồng thời.",อิมมิวเทเบิล,"โครงสร้างข้อมูลอิมมิวเทเบิลในการเขียนโปรแกรมเชิงฟังก์ชันกำจัดบักที่เกี่ยวข้องกับการทำงานพร้อมกันทั้งคลาส",immutable,"Struktur data immutable dalam pemrograman fungsional menghilangkan seluruh kelas bug terkait konkurensi."
provenance,"Data provenance tracking ensures auditability and regulatory compliance in machine learning pipelines.",출처,"데이터 출처 추적은 기계 학습 파이프라인에서 감사 가능성과 규정 준수를 보장한다.",来歴,"データの来歴追跡は機械学習パイプラインにおける監査可能性と規制遵守を保証する。",溯源,"数据溯源跟踪确保机器学习管道中的可审计性和监管合规性。",procedencia,"El seguimiento de la procedencia de datos asegura la auditabilidad y el cumplimiento regulatorio en las canalizaciones de aprendizaje automático.",nguồn gốc,"Theo dõi nguồn gốc dữ liệu đảm bảo khả năng kiểm toán và tuân thủ quy định trong quy trình học máy.",แหล่งที่มา,"การติดตามแหล่งที่มาของข้อมูลรับประกันความสามารถในการตรวจสอบและการปฏิบัติตามกฎระเบียบในไปป์ไลน์การเรียนรู้ของเครื่อง",provenans,"Pelacakan provenans data memastikan auditabilitas dan kepatuhan regulasi dalam pipeline pembelajaran mesin."
stochastic,"Stochastic gradient descent introduces randomness to escape local minima during neural network training.",확률적,"확률적 경사 하강법은 신경망 훈련 중 지역 최솟값을 탈출하기 위해 무작위성을 도입한다.",確率的,"確率的勾配降下法はニューラルネットワーク学習中に局所最小値から脱出するためにランダム性を導入する。",随机,"随机梯度下降引入随机性以在神经网络训练期间逃离局部最小值。",estocástico,"El descenso de gradiente estocástico introduce aleatoriedad para escapar de mínimos locales durante el entrenamiento de redes neuronales.",ngẫu nhiên,"Giảm gradient ngẫu nhiên đưa vào tính ngẫu nhiên để thoát khỏi cực tiểu cục bộ trong quá trình huấn luyện mạng thần kinh.",สุ่ม,"การลดระดับเกรเดียนต์แบบสุ่มนำความสุ่มมาใช้เพื่อหนีจากจุดต่ำสุดเฉพาะที่ระหว่างการฝึกโครงข่ายประสาทเทียม",stokastik,"Stochastic gradient descent memperkenalkan keacakan untuk melarikan diri dari minima lokal selama pelatihan jaringan saraf."
sovereign,"The sovereign wealth fund diversified its portfolio into infrastructure and private equity assets.",국부,"국부펀드는 포트폴리오를 인프라와 사모펀드 자산으로 다각화했다.",ソブリン,"ソブリンウェルスファンドはポートフォリオをインフラとプライベートエクイティ資産に分散させた。",主权,"主权财富基金将其投资组合多元化到基础设施和私募股权资产。",soberano,"El fondo soberano diversificó su cartera en activos de infraestructura y capital privado.",chủ quyền,"Quỹ đầu tư quốc gia đa dạng hóa danh mục đầu tư vào tài sản cơ sở hạ tầng và vốn cổ phần tư nhân.",กองทุนความมั่งคั่งแห่งชาติ,"กองทุนความมั่งคั่งแห่งชาติกระจายพอร์ตการลงทุนไปยังสินทรัพย์โครงสร้างพื้นฐานและไพรเวทอิควิตี้",sovereign,"Dana kekayaan sovereign mendiversifikasi portofolionya ke aset infrastruktur dan ekuitas swasta."
hypothecation,"Hypothecation allows the borrower to retain possession of the pledged asset while using it as collateral.",담보제공,"담보제공은 차용자가 담보로 사용하면서도 담보 자산의 점유를 유지할 수 있게 한다.",質権設定,"質権設定は借り手が担保として使用しながらも担保資産の占有を保持することを可能にする。",质押,"质押允许借款人在将资产作为抵押品的同时保留对质押资产的占有。",hipoteca,"La hipoteca permite al prestatario retener la posesión del activo pignorado mientras lo utiliza como garantía.",thế chấp,"Thế chấp cho phép người vay giữ quyền sở hữu tài sản cầm cố trong khi sử dụng nó làm tài sản đảm bảo.",การจำนอง,"การจำนองอนุญาตให้ผู้กู้ยังคงครอบครองสินทรัพย์ที่จำนำในขณะที่ใช้เป็นหลักประกัน",hipotetikasi,"Hipotetikasi memungkinkan peminjam mempertahankan kepemilikan aset yang dijaminkan sambil menggunakannya sebagai jaminan."
aetiology,"Understanding the multifactorial aetiology of Alzheimer's disease remains one of neuroscience's greatest challenges.",병인,"알츠하이머병의 다인성 병인을 이해하는 것은 신경과학의 가장 큰 과제 중 하나로 남아 있다.",病因,"アルツハイマー病の多因子的な病因を理解することは神経科学の最大の課題の一つであり続けている。",病因学,"理解阿尔茨海默病的多因素病因学仍然是神经科学最大的挑战之一。",etiología,"Comprender la etiología multifactorial de la enfermedad de Alzheimer sigue siendo uno de los mayores desafíos de la neurociencia.",nguyên nhân bệnh,"Hiểu nguyên nhân bệnh đa yếu tố của bệnh Alzheimer vẫn là một trong những thách thức lớn nhất của khoa học thần kinh.",สาเหตุของโรค,"การทำความเข้าใจสาเหตุหลายปัจจัยของโรคอัลไซเมอร์ยังคงเป็นหนึ่งในความท้าทายที่ยิ่งใหญ่ที่สุดของประสาทวิทยาศาสตร์",aetiologi,"Memahami aetiologi multifaktorial penyakit Alzheimer tetap menjadi salah satu tantangan terbesar ilmu saraf."
restitution,"The court ordered restitution requiring the convicted fraudster to repay all victims in full.",원상회복,"법원은 유죄 판결을 받은 사기꾼에게 모든 피해자에게 전액 배상하도록 원상회복을 명령했다.",賠償,"裁判所は有罪判決を受けた詐欺師にすべての被害者に全額返済するよう賠償を命じた。",赔偿,"法院命令赔偿要求被定罪的欺诈者全额偿还所有受害者。",restitución,"El tribunal ordenó la restitución exigiendo al estafador condenado reembolsar a todas las víctimas en su totalidad.",bồi hoàn,"Tòa án ra lệnh bồi hoàn yêu cầu kẻ lừa đảo bị kết án phải hoàn trả đầy đủ cho tất cả nạn nhân.",การชดใช้,"ศาลสั่งการชดใช้โดยกำหนดให้ผู้ต้องหาที่ถูกตัดสินว่ามีความผิดฐานฉ้อโกงชดใช้เงินคืนแก่เหยื่อทั้งหมดเต็มจำนวน",restitusi,"Pengadilan memerintahkan restitusi yang mengharuskan penipu yang dihukum untuk membayar semua korban secara penuh."
synecdoche,"The synecdoche of calling workers hands reduced human beings to their instrumental value.",제유법,"노동자를 손이라 부르는 제유법은 인간을 도구적 가치로 축소시켰다.",提喩法,"労働者を手と呼ぶ提喩法は人間をその道具的価値に還元した。",提喻,"将工人称为双手的提喻将人类简化为其工具价值。",sinécdoque,"La sinécdoque de llamar manos a los trabajadores redujo a los seres humanos a su valor instrumental.",hoán dụ bộ phận,"Phép hoán dụ bộ phận gọi công nhân là bàn tay đã giảm con người xuống giá trị công cụ.",สหลักษณ์,"สหลักษณ์ที่เรียกคนงานว่ามือลดทอนมนุษย์ให้เหลือเพียงคุณค่าเชิงเครื่องมือ",sinekdoke,"Sinekdoke menyebut pekerja sebagai tangan mereduksi manusia menjadi nilai instrumentalnya."
metonymy,"Washington is a common metonymy referring to the United States federal government.",환유,"워싱턴은 미국 연방 정부를 지칭하는 흔한 환유이다.",換喩,"ワシントンはアメリカ合衆国連邦政府を指す一般的な換喩である。",借代,"华盛顿是指代美国联邦政府的常见借代。",metonimia,"Washington es una metonimia común que se refiere al gobierno federal de los Estados Unidos.",hoán dụ,"Washington là phép hoán dụ phổ biến để chỉ chính phủ liên bang Hoa Kỳ.",มโนทัศน์,"วอชิงตันเป็นมโนทัศน์ที่ใช้กันทั่วไปเพื่ออ้างถึงรัฐบาลกลางสหรัฐอเมริกา",metonimi,"Washington adalah metonimi umum yang merujuk pada pemerintah federal Amerika Serikat."
sharding,"Database sharding horizontally partitions data across multiple servers to achieve linear scalability.",샤딩,"데이터베이스 샤딩은 선형 확장성을 달성하기 위해 여러 서버에 걸쳐 데이터를 수평으로 분할한다.",シャーディング,"データベースシャーディングは線形スケーラビリティを達成するために複数のサーバーにデータを水平に分割する。",分片,"数据库分片将数据水平分区到多个服务器以实现线性可扩展性。",fragmentación,"La fragmentación de bases de datos particiona horizontalmente los datos entre múltiples servidores para lograr escalabilidad lineal.",phân mảnh,"Phân mảnh cơ sở dữ liệu phân vùng dữ liệu theo chiều ngang trên nhiều máy chủ để đạt khả năng mở rộng tuyến tính.",ชาร์ดดิ้ง,"ชาร์ดดิ้งฐานข้อมูลแบ่งข้อมูลแนวนอนข้ามเซิร์ฟเวอร์หลายตัวเพื่อให้ได้ความสามารถในการปรับขนาดเชิงเส้น",sharding,"Sharding basis data mempartisi data secara horizontal di beberapa server untuk mencapai skalabilitas linier."
quorum,"A distributed consensus algorithm requires a quorum of nodes to agree before committing a transaction.",쿼럼,"분산 합의 알고리즘은 트랜잭션을 커밋하기 전에 노드의 정족수가 동의할 것을 요구한다.",クォーラム,"分散合意アルゴリズムはトランザクションをコミットする前にノードのクォーラムの合意を必要とする。",法定人数,"分布式共识算法要求法定人数的节点在提交事务之前达成一致。",quórum,"Un algoritmo de consenso distribuido requiere un quórum de nodos para acordar antes de confirmar una transacción.",số đại biểu tối thiểu,"Thuật toán đồng thuận phân tán yêu cầu số đại biểu tối thiểu của các nút đồng ý trước khi cam kết một giao dịch.",องค์ประชุม,"อัลกอริทึมฉันทามติแบบกระจายต้องการองค์ประชุมของโหนดที่เห็นด้วยก่อนที่จะคอมมิตทรานแซคชัน",kuorum,"Algoritma konsensus terdistribusi memerlukan kuorum node untuk setuju sebelum melakukan transaksi."
telemetry,"Application telemetry data revealed a memory leak that only manifested under sustained heavy load.",원격 측정,"애플리케이션 원격 측정 데이터는 지속적인 고부하 상태에서만 나타나는 메모리 누수를 밝혀냈다.",テレメトリ,"アプリケーションのテレメトリデータは持続的な高負荷時にのみ発現するメモリリークを明らかにした。",遥测,"应用程序遥测数据揭示了仅在持续高负载下才出现的内存泄漏。",telemetría,"Los datos de telemetría de la aplicación revelaron una fuga de memoria que solo se manifestaba bajo carga pesada sostenida.",phép đo từ xa,"Dữ liệu phép đo từ xa ứng dụng tiết lộ rò rỉ bộ nhớ chỉ xuất hiện dưới tải nặng liên tục.",เทเลเมทรี,"ข้อมูลเทเลเมทรีของแอปพลิเคชันเผยให้เห็นการรั่วไหลของหน่วยความจำที่ปรากฏเฉพาะภายใต้ภาระหนักอย่างต่อเนื่อง",telemetri,"Data telemetri aplikasi mengungkapkan kebocoran memori yang hanya muncul di bawah beban berat yang berkelanjutan."
eigenvalue,"The dominant eigenvalue of the transition matrix determines the long-term behavior of the Markov chain.",고유값,"전이 행렬의 주요 고유값은 마르코프 체인의 장기적 동작을 결정한다.",固有値,"遷移行列の支配的な固有値はマルコフ連鎖の長期的な挙動を決定する。",特征值,"转移矩阵的主特征值决定了马尔可夫链的长期行为。",valor propio,"El valor propio dominante de la matriz de transición determina el comportamiento a largo plazo de la cadena de Markov.",giá trị riêng,"Giá trị riêng trội của ma trận chuyển đổi quyết định hành vi dài hạn của chuỗi Markov.",ค่าเฉพาะ,"ค่าเฉพาะที่โดดเด่นของเมทริกซ์การเปลี่ยนแปลงกำหนดพฤติกรรมระยะยาวของห่วงโซ่มาร์คอฟ",eigenvalue,"Eigenvalue dominan dari matriks transisi menentukan perilaku jangka panjang rantai Markov."
morphology,"Computational morphology enables automated analysis of word formation patterns across diverse languages.",형태론,"전산 형태론은 다양한 언어에 걸친 단어 형성 패턴의 자동 분석을 가능하게 한다.",形態論,"計算形態論は多様な言語にわたる語形成パターンの自動分析を可能にする。",形态学,"计算形态学使跨多种语言的词汇构成模式的自动分析成为可能。",morfología,"La morfología computacional permite el análisis automatizado de patrones de formación de palabras en diversos idiomas.",hình thái học,"Hình thái học tính toán cho phép phân tích tự động các mô hình hình thành từ ngữ qua các ngôn ngữ đa dạng.",สัณฐานวิทยา,"สัณฐานวิทยาเชิงคำนวณช่วยให้สามารถวิเคราะห์รูปแบบการสร้างคำอัตโนมัติในภาษาที่หลากหลาย",morfologi,"Morfologi komputasional memungkinkan analisis otomatis pola pembentukan kata di berbagai bahasa."
apheresis,"Therapeutic apheresis selectively removes pathological components from a patient's blood.",성분채집술,"치료적 성분채집술은 환자의 혈액에서 병리적 성분을 선택적으로 제거한다.",アフェレーシス,"治療的アフェレーシスは患者の血液から病理的成分を選択的に除去する。",单采术,"治疗性单采术选择性地从患者血液中去除病理成分。",aféresis,"La aféresis terapéutica elimina selectivamente los componentes patológicos de la sangre del paciente.",tách thành phần máu,"Tách thành phần máu trị liệu loại bỏ có chọn lọc các thành phần bệnh lý từ máu bệnh nhân.",อะเฟเรซิส,"อะเฟเรซิสเชิงบำบัดกำจัดส่วนประกอบทางพยาธิวิทยาออกจากเลือดของผู้ป่วยอย่างเลือกสรร",aferesis,"Aferesis terapeutik secara selektif menghilangkan komponen patologis dari darah pasien."
perfusion,"Inadequate cerebral perfusion after cardiac arrest can result in irreversible neurological damage.",관류,"심장 정지 후 불충분한 뇌 관류는 비가역적 신경학적 손상을 초래할 수 있다.",灌流,"心停止後の不十分な脳灌流は不可逆的な神経学的損傷をもたらす可能性がある。",灌注,"心脏骤停后脑灌注不足可导致不可逆的神经损伤。",perfusión,"La perfusión cerebral inadecuada después de un paro cardíaco puede resultar en daño neurológico irreversible.",tưới máu,"Tưới máu não không đủ sau ngừng tim có thể dẫn đến tổn thương thần kinh không hồi phục.",การไหลเวียนเลือด,"การไหลเวียนเลือดสมองไม่เพียงพอหลังหัวใจหยุดเต้นอาจส่งผลให้เกิดความเสียหายทางระบบประสาทที่ไม่สามารถกลับคืนได้",perfusi,"Perfusi serebral yang tidak memadai setelah henti jantung dapat mengakibatkan kerusakan neurologis yang tidak dapat dibalikkan."
amicus curiae,"Several civil liberties organizations filed amicus curiae briefs supporting the appellant's constitutional challenge.",법정조언자,"여러 시민 자유 단체가 항소인의 헌법적 이의를 지지하는 법정조언자 의견서를 제출했다.",法廷助言者,"複数の市民的自由団体が上訴人の憲法上の異議を支持する法廷助言者の意見書を提出した。",法庭之友,"多个公民自由组织提交了法庭之友意见书支持上诉人的宪法挑战。",amicus curiae,"Varias organizaciones de libertades civiles presentaron escritos de amicus curiae apoyando el desafío constitucional del apelante.",bạn của tòa án,"Một số tổ chức tự do dân sự đã nộp bản tóm tắt bạn của tòa án ủng hộ thách thức hiến pháp của người kháng cáo.",มิตรศาล,"องค์กรด้านเสรีภาพพลเมืองหลายแห่งยื่นคำชี้แจงมิตรศาลสนับสนุนการท้าทายทางรัฐธรรมนูญของผู้อุทธรณ์",amicus curiae,"Beberapa organisasi kebebasan sipil mengajukan amicus curiae yang mendukung tantangan konstitusional pemohon banding."
epistrophe,"The orator's epistrophe hammered home the central theme by ending every sentence with the same powerful phrase.",수사반복,"연사의 수사반복은 모든 문장을 같은 강력한 구절로 끝냄으로써 중심 주제를 강조했다.",結句反復,"演説者の結句反復はすべての文を同じ力強いフレーズで終えることで中心的テーマを印象づけた。",句尾重复,"演讲者的句尾重复通过以相同有力的短语结束每个句子来强调中心主题。",epístrofe,"La epístrofe del orador martilló el tema central terminando cada oración con la misma frase poderosa.",điệp ngữ cuối câu,"Điệp ngữ cuối câu của diễn giả nhấn mạnh chủ đề trung tâm bằng cách kết thúc mỗi câu với cùng một cụm từ mạnh mẽ.",เอพิสโทรฟี,"เอพิสโทรฟีของนักพูดตอกย้ำธีมหลักโดยจบทุกประโยคด้วยวลีที่ทรงพลังเดียวกัน",epistrofe,"Epistrofe orator tersebut menekankan tema sentral dengan mengakhiri setiap kalimat dengan frasa kuat yang sama."
idiosyncrasy,"The compiler's idiosyncrasy in handling null references led to subtle and hard-to-diagnose runtime errors.",특이성,"컴파일러의 널 참조 처리 특이성은 미묘하고 진단하기 어려운 런타임 오류를 초래했다.",特異性,"コンパイラのnull参照処理の特異性は微妙で診断が難しいランタイムエラーを引き起こした。",特异性,"编译器处理空引用的特异性导致了微妙且难以诊断的运行时错误。",idiosincrasia,"La idiosincrasia del compilador en el manejo de referencias nulas provocó errores de ejecución sutiles y difíciles de diagnosticar.",đặc tính riêng,"Đặc tính riêng của trình biên dịch trong xử lý tham chiếu null dẫn đến lỗi thời gian chạy tinh vi và khó chẩn đoán.",ลักษณะเฉพาะ,"ลักษณะเฉพาะของคอมไพเลอร์ในการจัดการการอ้างอิง null ทำให้เกิดข้อผิดพลาดรันไทม์ที่ละเอียดอ่อนและยากต่อการวินิจฉัย",kekhasan,"Kekhasan kompiler dalam menangani referensi null menyebabkan kesalahan runtime yang halus dan sulit didiagnosis."
taxonomy,"A well-designed taxonomy of software defects enables systematic root cause analysis across development teams.",분류체계,"잘 설계된 소프트웨어 결함 분류체계는 개발 팀 전체에 걸친 체계적인 근본 원인 분석을 가능하게 한다.",分類法,"適切に設計されたソフトウェア欠陥の分類法は開発チーム全体での体系的な根本原因分析を可能にする。",分类学,"精心设计的软件缺陷分类学使开发团队能够进行系统的根本原因分析。",taxonomía,"Una taxonomía bien diseñada de defectos de software permite un análisis sistemático de causas raíz en los equipos de desarrollo.",phân loại học,"Một hệ thống phân loại khuyết tật phần mềm được thiết kế tốt cho phép phân tích nguyên nhân gốc rễ có hệ thống giữa các nhóm phát triển.",อนุกรมวิธาน,"อนุกรมวิธานของข้อบกพร่องของซอฟต์แวร์ที่ออกแบบมาอย่างดีช่วยให้สามารถวิเคราะห์สาเหตุที่แท้จริงอย่างเป็นระบบข้ามทีมพัฒนา",taksonomi,"Taksonomi cacat perangkat lunak yang dirancang dengan baik memungkinkan analisis akar penyebab sistematis di seluruh tim pengembangan."
verisimilitude,"The novelist achieved remarkable verisimilitude by incorporating authentic medical terminology into the surgical scenes.",사실성,"소설가는 수술 장면에 진정한 의학 용어를 통합하여 놀라운 사실성을 달성했다.",真実味,"小説家は手術シーンに本物の医学用語を取り入れることで驚くべき真実味を達成した。",逼真性,"小说家通过在手术场景中融入真实的医学术语实现了非凡的逼真性。",verosimilitud,"El novelista logró una verosimilitud notable al incorporar terminología médica auténtica en las escenas quirúrgicas.",tính chân thực,"Tiểu thuyết gia đạt được tính chân thực đáng chú ý bằng cách kết hợp thuật ngữ y khoa chính xác vào các cảnh phẫu thuật.",ความสมจริง,"นักประพันธ์สร้างความสมจริงอย่างน่าทึ่งโดยนำศัพท์ทางการแพทย์ที่แท้จริงมาใส่ในฉากการผ่าตัด",verisimilitude,"Novelis mencapai verisimilitude yang luar biasa dengan memasukkan terminologi medis autentik ke dalam adegan bedah."
fibrillation,"Atrial fibrillation increases the risk of stroke fivefold due to irregular blood pooling in the heart chambers.",심방세동,"심방세동은 심장 방에서의 불규칙한 혈액 정체로 인해 뇌졸중 위험을 5배 증가시킨다.",心房細動,"心房細動は心房内の不規則な血液の停滞により脳卒中のリスクを5倍に増加させる。",心房颤动,"心房颤动由于心腔中血液不规则淤积使中风风险增加五倍。",fibrilación,"La fibrilación auricular aumenta el riesgo de accidente cerebrovascular cinco veces debido al estancamiento irregular de sangre en las cámaras del corazón.",rung tâm nhĩ,"Rung tâm nhĩ tăng nguy cơ đột quỵ gấp năm lần do máu ứ đọng bất thường trong các buồng tim.",ภาวะหัวใจเต้นผิดจังหวะ,"ภาวะหัวใจห้องบนเต้นผิดจังหวะเพิ่มความเสี่ยงของโรคหลอดเลือดสมองเป็นห้าเท่าเนื่องจากเลือดคั่งอย่างไม่สม่ำเสมอในห้องหัวใจ",fibrilasi,"Fibrilasi atrium meningkatkan risiko stroke lima kali lipat karena pengumpulan darah yang tidak teratur di ruang jantung."
